source,source_query,trade,business_name,slug,phone,category,rating,review_count,address,city,state,google_maps_url,google_maps_website_url,search_query,search_website_url,search_website_title,search_website_snippet,search_has_website,website_url,has_website,website_verification_status,website_verification_notes,business_status,first_seen_on,last_seen_on,times_seen,generated_site_url,generated_site_path,pitch_status,last_called_on,notes
google_maps,water heater repair in Phoenix AZ,water_heater_repair,Macho Contracting,macho-contracting,(602) 857-2939,,,,"6424 E Greenway Pkwy #100, Scottsdale, AZ 85254",Scottsdale,AZ,https://www.google.com/maps/place/Macho+Contracting/data=!4m7!3m6!1s0x872b740fba36dabb:0x27f15ac87b00ef9a!8m2!3d33.626259!4d-111.942262!16s%2Fg%2F11cn03dgsh!19sChIJu9o2ug90K4cRmu8Ae8ha8Sc?authuser=0,https://www.machocontracting.com/,,,,,no,https://www.machocontracting.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Phoenix AZ,water_heater_repair,Goettl Air Conditioning and Plumbing - Phoenix AZ,goettl-air-conditioning-and-plumbing-phoenix-az,(602) 517-0039,,,,"4611 E Baseline Rd, Phoenix, AZ 85042",Phoenix,AZ,https://www.google.com/maps/place/Goettl+Air+Conditioning+and+Plumbing+-+Phoenix+AZ/data=!4m7!3m6!1s0x872b0eda558e699b:0x6f5c74b4d9c46d5f!8m2!3d33.3775441!4d-111.9836418!16s%2Fg%2F1tdcxk7x!19sChIJm2mOVdoOK4cRX23E2bR0XG8?authuser=0,https://www.goettl.com/location/phoenix-arizona/?utm_source=Google&utm_medium=GMB&utm_campaign=PHX.GMB_Google_Business_Profile,,,,,no,https://www.goettl.com/location/phoenix-arizona/?utm_source=Google&utm_medium=GMB&utm_campaign=PHX.GMB_Google_Business_Profile,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Phoenix AZ,water_heater_repair,"Water Heaters Only, Inc.",water-heaters-only-inc,(602) 671-7586,,,,"3106 W Thomas Rd #1119, Phoenix, AZ 85017",Phoenix,AZ,"https://www.google.com/maps/place/Water+Heaters+Only,+Inc./data=!4m7!3m6!1s0x872b145bdd94523f:0xf84eb3694c77a182!8m2!3d33.4818316!4d-112.1261275!16s%2Fg%2F1tdyr7tc!19sChIJP1KU3VsUK4cRgqF3TGmzTvg?authuser=0",https://waterheaters-phoenix.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-phoenix,,,,,no,https://waterheaters-phoenix.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-phoenix,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Phoenix AZ,water_heater_repair,"Affordable Plumbing, Rooter and Water Heaters",affordable-plumbing-rooter-and-water-heaters,(480) 660-8900,,,,"2942 N 24th St Suite 12, Phoenix, AZ 85016",Phoenix,AZ,"https://www.google.com/maps/place/Affordable+Plumbing,+Rooter+and+Water+Heaters/data=!4m7!3m6!1s0x872b0d3bf7668c9d:0xc6efff9135a739f!8m2!3d33.4818914!4d-112.0309761!16s%2Fg%2F11w40sjpmh!19sChIJnYxm9zsNK4cRn3NaE_n_bgw?authuser=0",https://www.affordableplumbingaz.com/?utm_source=google&utm_medium=gbp-24,,,,,no,https://www.affordableplumbingaz.com/?utm_source=google&utm_medium=gbp-24,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Tucson AZ,plumber,Plumber of Tucson,plumber-of-tucson,(520) 900-9010,,,,"2420 W Ruthrauff Rd # 100, Tucson, AZ 85705",Tucson,AZ,https://www.google.com/maps/place/Plumber+of+Tucson/data=!4m7!3m6!1s0x86d67051a38fffff:0x2470b4c5d37ecf30!8m2!3d32.295255!4d-111.0188894!16s%2Fg%2F11ggs30ry7!19sChIJ__-Po1Fw1oYRMM9-08W0cCQ?authuser=0,https://plumberoftucson.com/,,,,,no,https://plumberoftucson.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Tucson AZ,plumber,Al Coronado Plumbing,al-coronado-plumbing,(520) 278-5780,,,,"6149 N Travel Center Dr, Tucson, AZ 85741",Tucson,AZ,https://www.google.com/maps/place/Al+Coronado+Plumbing/data=!4m7!3m6!1s0x86d6713bd17b6d61:0xa114efdd5bffd1d!8m2!3d32.3184542!4d-111.047067!16s%2Fg%2F1td7nryq!19sChIJYW170Ttx1oYRHf2_1f1OEQo?authuser=0,https://alcoronadoplumbing.com/tucson-emergency-plumber/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,,,,,no,https://alcoronadoplumbing.com/tucson-emergency-plumber/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Tucson AZ,plumber,Tucson Plumbing,tucson-plumbing,(520) 881-6000,,,,"3322 N Richey Blvd, Tucson, AZ 85716",Tucson,AZ,https://www.google.com/maps/place/Tucson+Plumbing/data=!4m7!3m6!1s0x86d671f06ef7804f:0x5929ffd91b22dd54!8m2!3d32.266902!4d-110.9157211!16s%2Fg%2F1tctm6_c!19sChIJT4D3bvBx1oYRVN0iG9n_KVk?authuser=0,https://tucsonplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,,,,,no,https://tucsonplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Tucson AZ,plumber,Rooter Ranger,rooter-ranger,(520) 605-0547,,,,"1551 S Eastside Loop Suite #181, Tucson, AZ 85710",Tucson,AZ,https://www.google.com/maps/place/Rooter+Ranger/data=!4m7!3m6!1s0x86d67707d75dc2e1:0xc61c61206710800d!8m2!3d32.20286!4d-110.824555!16s%2Fg%2F11h8j2mhwz!19sChIJ4cJd1wd31oYRDYAQZyBhHMY?authuser=0,https://www.rooterranger.com/service-areas/arizona/tucson/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,,,,no,https://www.rooterranger.com/service-areas/arizona/tucson/?utm_source=google&utm_medium=organic&utm_campaign=gbp,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Tucson AZ,plumber,Cummings Plumbing Heating and Cooling,cummings-plumbing-heating-and-cooling,(520) 333-2121,,,,"5141 N Casa Grande Hwy, Tucson, AZ 85743",Tucson,AZ,https://www.google.com/maps/place/Cummings+Plumbing+Heating+and+Cooling/data=!4m7!3m6!1s0x86d674f85a078f11:0x5fd242cd88729e3d!8m2!3d32.3004336!4d-111.0365237!16s%2Fg%2F11bwpdn_0c!19sChIJEY8HWvh01oYRPZ5yiM1C0l8?authuser=0,https://cummingsplumbingtucsonaz.com/,,,,,no,https://cummingsplumbingtucsonaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Tucson AZ,landscaper,Landtamers Landscaping,landtamers-landscaping,(520) 733-0193,,,,"1230 N Anita Ave, Tucson, AZ 85705",Tucson,AZ,https://www.google.com/maps/place/Landtamers+Landscaping/data=!4m7!3m6!1s0x86d66f60ac79fc2f:0x57533ff686711ab8!8m2!3d32.2377836!4d-110.9832043!16s%2Fg%2F11f39d6swh!19sChIJL_x5rGBv1oYRuBpxhvY_U1c?authuser=0,http://landtamers.com/,,,,,no,http://landtamers.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Tucson AZ,landscaper,Santa Rita Landscaping LLC,santa-rita-landscaping-llc,(520) 623-0421,,,,"755 W Grant Rd, Tucson, AZ 85705",Tucson,AZ,https://www.google.com/maps/place/Santa+Rita+Landscaping+LLC/data=!4m7!3m6!1s0x86d671444d623909:0xa04ba8fe63d22605!8m2!3d32.2498546!4d-110.9833125!16s%2Fg%2F1tg2l31z!19sChIJCTliTURx1oYRBSbSY_6oS6A?authuser=0,https://www.santaritalandscaping.com/?utm_source=google&utm_id=gmb,,,,,no,https://www.santaritalandscaping.com/?utm_source=google&utm_id=gmb,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Tucson AZ,landscaper,Down 2 Earth Landscape LLC,down-2-earth-landscape-llc,(520) 273-3680,,,,,Tucson,AZ,https://www.google.com/maps/place/Down+2+Earth+Landscape+LLC/data=!4m7!3m6!1s0x87e1549869692f09:0xf93e51341b130b6e!8m2!3d32.0747918!4d-110.945051!16s%2Fg%2F11t641vxsd!19sChIJCS9paZhU4YcRbgsTGzRRPvk?authuser=0,https://down2earthaz.com/,,,,,no,https://down2earthaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Tucson AZ,landscaper,B.B Hill Landscaping,b-b-hill-landscaping,(520) 444-4019,,,,"3810 S Dodge Blvd, Tucson, AZ 85713",Tucson,AZ,https://www.google.com/maps/place/B.B+Hill+Landscaping/data=!4m7!3m6!1s0x86d67bcf27fe2cd9:0x4c92badd6b894bb7!8m2!3d32.1776907!4d-110.9139179!16s%2Fg%2F11w29c9f4p!19sChIJ2Sz-J8971oYRt0uJa926kkw?authuser=0,http://www.bbhilllandscaping.com/,,,,,no,http://www.bbhilllandscaping.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Tucson AZ,landscaper,EcoSense Sustainable Landscapes,ecosense-sustainable-landscapes,(520) 575-7005,,,,"4560 N La Cholla Blvd, Tucson, AZ 85705",Tucson,AZ,https://www.google.com/maps/place/EcoSense+Sustainable+Landscapes/data=!4m7!3m6!1s0x86d611e0e94d7215:0xfc9bd44cdaeb93ba!8m2!3d32.2904307!4d-111.0114613!16s%2Fg%2F11c2p8yslm!19sChIJFXJN6eAR1oYRupPr2kzUm_w?authuser=0,https://www.ecosenseaz.com/,,,,,no,https://www.ecosenseaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Tucson AZ,water_heater_repair,Hydro Rooter & Plumbing,hydro-rooter-plumbing,(520) 788-3839,,,,"7057 E 21st St, Tucson, AZ 85710",Tucson,AZ,https://www.google.com/maps/place/Hydro+Rooter+%26+Plumbing/data=!4m7!3m6!1s0x2fecc2f62c5be7db:0x79a40812212e444!8m2!3d32.208141!4d-110.842462!16s%2Fg%2F11ts3ljzxz!19sChIJ2-dbLPbC7C8RROQSIoFAmgc?authuser=0,https://www.hydrorooterandplumbing.com/,,,,,no,https://www.hydrorooterandplumbing.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Tucson AZ,water_heater_repair,"Rite Way Heating, Cooling & Plumbing",rite-way-heating-cooling-plumbing,(520) 314-5053,,,,"4551 S Alvernon Way, Tucson, AZ 85714",Tucson,AZ,"https://www.google.com/maps/place/Rite+Way+Heating,+Cooling+%26+Plumbing/data=!4m7!3m6!1s0x86d66fb3c91e0c15:0x490a3ff34a9aab37!8m2!3d32.1696862!4d-110.9099363!16s%2Fg%2F1td4d_hg!19sChIJFQweybNv1oYRN6uaSvM_Ckk?authuser=0",https://ritewayac.com/?utm_source=google&utm_medium=gmb&utm_campaign=smp_gmb_tucson,,,,,no,https://ritewayac.com/?utm_source=google&utm_medium=gmb&utm_campaign=smp_gmb_tucson,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Tucson AZ,water_heater_repair,Quick Home Plumbing & Water Heaters,quick-home-plumbing-water-heaters,(520) 376-8565,,,,"7878 E Wrightstown Rd #4700, Tucson, AZ 85715",Tucson,AZ,https://www.google.com/maps/place/Quick+Home+Plumbing+%26+Water+Heaters/data=!4m7!3m6!1s0x86d66f6c2cbf0245:0xcdf4e1bed0d14623!8m2!3d32.2501699!4d-110.8244185!16s%2Fg%2F11kn82rygn!19sChIJRQK_LGxv1oYRI0bR0L7h9M0?authuser=0,http://quick-water-heaters.jany.io/,,,,,no,http://quick-water-heaters.jany.io/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,2,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,Drain Warriors LLC,drain-warriors-llc,(602) 710-4522,,,,"3309 W Catalina Dr suite a, Phoenix, AZ 85017",Phoenix,AZ,https://www.google.com/maps/place/Drain+Warriors+LLC/data=!4m7!3m6!1s0x81cdc2fa3aac3629:0x376d5646251b6ff1!8m2!3d33.481644!4d-112.131052!16s%2Fg%2F11vxlkk4r1!19sChIJKTasOvrCzYER8W8bJUZWbTc?authuser=0,https://thedrainwarriors.com/,,,,,no,https://thedrainwarriors.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,The Aussie Plumber,the-aussie-plumber,(602) 820-5551,,,,"4600 E Shea Blvd Ste 203, Phoenix, AZ 85028",Phoenix,AZ,https://www.google.com/maps/place/The+Aussie+Plumber/data=!4m7!3m6!1s0x872b7363bbd96b39:0x99ef1a6bda68d26a!8m2!3d33.5830939!4d-111.9819008!16s%2Fg%2F11qb8ghwzx!19sChIJOWvZu2NzK4cRatJo2msa75k?authuser=0,https://www.theaussieplumber.com/,,,,,no,https://www.theaussieplumber.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,Diamondback Plumbing,diamondback-plumbing,(602) 428-0910,,,,"17423 N 25th Ave, Phoenix, AZ 85023",Phoenix,AZ,https://www.google.com/maps/place/Diamondback+Plumbing/data=!4m7!3m6!1s0x872b6ee14c0ef4a9:0x7d0aa82a70935ffb!8m2!3d33.6437914!4d-112.1145963!16s%2Fg%2F1tfzh711!19sChIJqfQOTOFuK4cR-1-TcCqoCn0?authuser=0,http://www.diamondbackplumbing.com/,,,,,no,http://www.diamondbackplumbing.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,Pink Plumbing and Sewer,pink-plumbing-and-sewer,(602) 562-5290,,,,"2375 E Camelback Rd #600, Phoenix, AZ 85016",Phoenix,AZ,https://www.google.com/maps/place/Pink+Plumbing+and+Sewer/data=!4m7!3m6!1s0x872b6bbc473907bf:0x86d7f57062e35d2c!8m2!3d33.508714!4d-112.030637!16s%2Fg%2F11b80cd743!19sChIJvwc5R7xrK4cRLF3jYnD114Y?authuser=0,http://www.pinkplumbingandsewer.com/,,,,,no,http://www.pinkplumbingandsewer.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,Custom Plumbing of Arizona - Phoenix,custom-plumbing-of-arizona-phoenix,(602) 866-2665,,,,"2120 E Rose Garden Ln Ste F1, Phoenix, AZ 85024",Phoenix,AZ,https://www.google.com/maps/place/Custom+Plumbing+of+Arizona+-+Phoenix/data=!4m7!3m6!1s0x872b421156911215:0xb81acbde96947ec6!8m2!3d33.6773351!4d-112.0373128!16s%2Fg%2F1tnbllw3!19sChIJFRKRVhFCK4cRxn6Ult7LGrg?authuser=0,https://customplumbingaz.com/,,,,,no,https://customplumbingaz.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,Anthony's Plumbing,anthony-s-plumbing,(623) 936-5400,,,,"1201 N 54th Ave #127, Phoenix, AZ 85043",Phoenix,AZ,https://www.google.com/maps/place/Anthony%27s+Plumbing/data=!4m7!3m6!1s0x872b3fb51b5c789d:0x8a31ba9c5c9990e2!8m2!3d33.46138!4d-112.1742229!16s%2Fg%2F1tgdjg86!19sChIJnXhcG7U_K4cR4pCZXJy6MYo?authuser=0,https://www.dayandnightair.com/anthonysplumbing/?utm_source=Anthony%27s%20GMB%20redirect%20to%20DNT&utm_medium=Anthony%27s%20GMB&utm_campaign=redirect%20to%20DNT%20page,,,,,no,https://www.dayandnightair.com/anthonysplumbing/?utm_source=Anthony%27s%20GMB%20redirect%20to%20DNT&utm_medium=Anthony%27s%20GMB&utm_campaign=redirect%20to%20DNT%20page,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,"Near Me Plumbing & Drains, LLC",near-me-plumbing-drains-llc,(602) 649-6441,,,,,Phoenix,AZ,"https://www.google.com/maps/place/Near+Me+Plumbing+%26+Drains,+LLC/data=!4m7!3m6!1s0x872b51090b1741d7:0xd810eb32adf775b8!8m2!3d33.5362295!4d-112.307563!16s%2Fg%2F11qfgn6_3h!19sChIJ10EXCwlRK4cRuHX3rTLrENg?authuser=0",https://www.azplumbernearme.com/,,,,,no,https://www.azplumbernearme.com/,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,"Benjamin Franklin Plumbing of Phoenix, AZ",benjamin-franklin-plumbing-of-phoenix-az,(480) 223-9348,,,,"1911 W Parkside Ln, Phoenix, AZ 85027",Phoenix,AZ,"https://www.google.com/maps/place/Benjamin+Franklin+Plumbing+of+Phoenix,+AZ/data=!4m7!3m6!1s0x872b6f74cdce959f:0xd0ee15d9559c8c21!8m2!3d33.6953135!4d-112.1019729!16s%2Fg%2F1pp2tjqj7!19sChIJn5XOzXRvK4cRIYycVdkV7tA?authuser=0",https://www.benfranklinplumbingaz.com/?utm_source=organic&utm_medium=gbp_listing,,,,,no,https://www.benfranklinplumbingaz.com/?utm_source=organic&utm_medium=gbp_listing,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
google_maps,plumber in Phoenix AZ,plumber,Elite Rooter Plumbers,elite-rooter-plumbers,(602) 698-8959,,,,"319 E Watkins St, Phoenix, AZ 85004",Phoenix,AZ,https://www.google.com/maps/place/Elite+Rooter+Plumbers/data=!4m7!3m6!1s0x872b0603069aaaab:0x39cc4c1a247efbe!8m2!3d33.4253488!4d-112.068451!16s%2Fg%2F11ghq_rzss!19sChIJq6qaBgMGK4cRvu9HosHEnAM?authuser=0,https://www.eliterooter.com/location/phoenix/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,,,,no,https://www.eliterooter.com/location/phoenix/?utm_source=google&utm_medium=organic&utm_campaign=gmb,yes,found_on_google_maps,Google Maps listed a website directly.,open,2026-03-29,2026-03-29,1,,,new,,Scraped from Google Maps detail page.
