source,source_query,trade,business_name,slug,phone,category,rating,review_count,address,city,state,google_maps_url,google_maps_website_url,search_query,search_website_url,search_website_title,search_website_snippet,search_has_website,website_url,has_website,website_verification_status,website_verification_notes,business_status,first_seen_on,last_seen_on,times_seen,generated_site_url,generated_site_path,short_url,pitch_status,last_called_on,notes
google_maps,landscaper in Avondale AZ,landscaper,landscaping roberto ruiz,landscaping-roberto-ruiz,(623) 249-8746,,,,"19n N 6th St #8, Avondale, AZ 85323",Avondale,AZ,https://www.google.com/maps/place/landscaping+roberto+ruiz/data=!4m7!3m6!1s0x872b38d7d5dc7571:0x648af3dd4afc1d88!8m2!3d33.4359519!4d-112.3430414!16s%2Fg%2F11c5rsc4sf!19sChIJcXXc1dc4K4cRiB38St3zimQ?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/landscaping-roberto-ruiz/,generated/landscaping-roberto-ruiz/index.html,https://is.gd/TtJT5T,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Avondale AZ,landscaper,VIP Landscape Services LLC,vip-landscape-services-llc,(602) 283-6588,,,,"10124 W Southern Ave, Tolleson, AZ 85353",Tolleson,AZ,https://www.google.com/maps/place/VIP+Landscape+Services+LLC/data=!4m7!3m6!1s0x872b3d9e3f06cbc3:0x6cc395b4badf53a2!8m2!3d33.3950768!4d-112.2766596!16s%2Fg%2F11fn2n_q_b!19sChIJw8sGP549K4cRolPfurSVw2w?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/vip-landscape-services-llc/,generated/vip-landscape-services-llc/index.html,https://is.gd/0kQO0P,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Avondale AZ,landscaper,JOSE S.LAWN CARE AND LANDSCAPING SERVICES,jose-s-lawn-care-and-landscaping-services,(559) 643-9538,,,,"1105 N Dysart Rd, Avondale, AZ 85323",Avondale,AZ,https://www.google.com/maps/place/JOSE+S.LAWN+CARE+AND+LANDSCAPING+SERVICES/data=!4m7!3m6!1s0x872b39d9434333b3:0x2ae7cf07a5cab0f7!8m2!3d33.4441611!4d-112.3392317!16s%2Fg%2F11kk7yx3l0!19sChIJszNDQ9k5K4cR97DKpQfP5yo?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/jose-s-lawn-care-and-landscaping-services/,generated/jose-s-lawn-care-and-landscaping-services/index.html,https://is.gd/GeveCz,new,,Scraped from Google Maps detail page.
google_maps,water heater repair in Avondale AZ,water_heater_repair,Vertical Plumbing Goodyear,vertical-plumbing-goodyear,(480) 577-8720,,,,"15359 W Morning Glory St, Goodyear, AZ 85338",Goodyear,AZ,https://www.google.com/maps/place/Vertical+Plumbing+Goodyear/data=!4m7!3m6!1s0x872b394d13bee5af:0xb5d1d95d2cbb14bf!8m2!3d33.4442262!4d-112.3897995!16s%2Fg%2F11k01x43fm!19sChIJr-W-E005K4cRvxS7LF3Z0bU?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/vertical-plumbing-goodyear/,generated/vertical-plumbing-goodyear/index.html,https://is.gd/sYRnMI,new,,Scraped from Google Maps detail page.
google_maps,plumber in Benson AZ,plumber,G R Plumbing,g-r-plumbing,(520) 265-2040,,,,"Benson, AZ 85602",Benson,AZ,https://www.google.com/maps/place/G+R+Plumbing/data=!4m7!3m6!1s0x86d702dd5731050d:0x3c7fbff5433c1e28!8m2!3d31.9678611!4d-110.2945174!16s%2Fg%2F1vd71s4s!19sChIJDQUxV90C14YRKB48Q_W_fzw?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/g-r-plumbing/,generated/g-r-plumbing/index.html,https://is.gd/8F3KvC,new,,Scraped from Google Maps detail page.
google_maps,plumber in Benson AZ,plumber,Cochise Plumbing LLC,cochise-plumbing-llc,(520) 686-0924,,,,"Benson, AZ 85602",Benson,AZ,https://www.google.com/maps/place/Cochise+Plumbing+LLC/data=!4m7!3m6!1s0x86d703ac65cdc661:0xdd80ac0b89a1ec37!8m2!3d31.9678611!4d-110.2945174!16s%2Fg%2F1tfrh69k!19sChIJYcbNZawD14YRN-yhiQusgN0?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/cochise-plumbing-llc/,generated/cochise-plumbing-llc/index.html,https://is.gd/D5K3Dt,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Benson AZ,landscaper,3D's Landscaping Services LLC,3d-s-landscaping-services-llc,(520) 220-7205,,,,,Benson,AZ,https://www.google.com/maps/place/3D%27s+Landscaping+Services+LLC/data=!4m7!3m6!1s0x6237291ce8e5a8d3:0xf3713e9a64ab43e6!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11jzh2_1jq!19sChIJ06jl6BwpN2IR5kOrZJo-cfM?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/3d-s-landscaping-services-llc/,generated/3d-s-landscaping-services-llc/index.html,https://is.gd/sjlpwR,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Benson AZ,landscaper,Foundation Property Services Inc,foundation-property-services-inc,(520) 586-7507,,,,"500 Yale Dr, Benson, AZ 85602",Benson,AZ,https://www.google.com/maps/place/Foundation+Property+Services+Inc/data=!4m7!3m6!1s0x86d702c5888c96e5:0x4a9f497f1e2d39e6!8m2!3d31.955256!4d-110.292134!16s%2Fg%2F1tgs1cnm!19sChIJ5ZaMiMUC14YR5jktHn9Jn0o?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/foundation-property-services-inc/,generated/foundation-property-services-inc/index.html,https://is.gd/8QDrvZ,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Benson AZ,landscaper,Texas Canyon Rock & Sand - Office,texas-canyon-rock-sand-office,(520) 586-2463,,,,"627 E 4th St, Benson, AZ 85602",Benson,AZ,https://www.google.com/maps/place/Texas+Canyon+Rock+%26+Sand+-+Office/data=!4m7!3m6!1s0x86d702de7d72c6b7:0x1cc3014148f01cd9!8m2!3d31.9671259!4d-110.2898281!16s%2Fg%2F1tdxqxm_!19sChIJt8Zyfd4C14YR2RzwSEEBwxw?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/texas-canyon-rock-sand-office/,generated/texas-canyon-rock-sand-office/index.html,https://is.gd/DjAOx7,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Benson AZ,landscaper,"520Landscape, LLC",520landscape-llc,(520) 236-3034,,,,,Benson,AZ,"https://www.google.com/maps/place/520Landscape,+LLC/data=!4m7!3m6!1s0x86d72ecb59030099:0xf41bf231765ff86d!8m2!3d31.6706816!4d-110.1691574!16s%2Fg%2F11c6c8w79b!19sChIJmQADWcsu14YRbfhfdjHyG_Q?authuser=0",,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/520landscape-llc/,generated/520landscape-llc/index.html,https://is.gd/pE1WhV,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Benson AZ,landscaper,Red Rock Landscapes LLC,red-rock-landscapes-llc,(520) 732-1151,,,,,Benson,AZ,https://www.google.com/maps/place/Red+Rock+Landscapes+LLC/data=!4m7!3m6!1s0x86d729d0cb17855b:0x5c77f07225aac53!8m2!3d31.88!4d-109.754417!16s%2Fg%2F11r1dcrdxt!19sChIJW4UXy9Ap14YRU6xaIgd_xwU?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/red-rock-landscapes-llc/,generated/red-rock-landscapes-llc/index.html,https://is.gd/dME4z8,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Benson AZ,landscaper,JB Home Preservation LLC,jb-home-preservation-llc,(520) 910-7896,,,,"9406 S Leon Ranch Rd, Vail, AZ 85641",Vail,AZ,https://www.google.com/maps/place/JB+Home+Preservation+LLC/data=!4m7!3m6!1s0x86d6616509c85549:0x42962cd85aee2f10!8m2!3d32.0803189!4d-110.7148773!16s%2Fg%2F11fk3dczqb!19sChIJSVXICWVh1oYREC_uWtgslkI?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/jb-home-preservation-llc/,generated/jb-home-preservation-llc/index.html,https://is.gd/cE0VjT,new,,Scraped from Google Maps detail page.
google_maps,plumber in Bisbee AZ,plumber,G & L Plumbing,g-l-plumbing,(520) 249-2546,,,,"1108 Bisbee-Naco Hwy, Bisbee, AZ 85603",Bisbee,AZ,https://www.google.com/maps/place/G+%26+L+Plumbing/data=!4m7!3m6!1s0x86d0b6751003e2e3:0x98c7b61bf571d782!8m2!3d31.4008329!4d-109.9194523!16s%2Fg%2F1tdn4jqt!19sChIJ4-IDEHW20IYRgtdx9Ru2x5g?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/g-l-plumbing/,generated/g-l-plumbing/index.html,https://is.gd/BYwpMd,new,,Scraped from Google Maps detail page.
google_maps,plumber in Bisbee AZ,plumber,Sky High Unlimited LLC,sky-high-unlimited-llc,(520) 366-7284,,,,"107 AZ-92, Bisbee, AZ 85603",Bisbee,AZ,https://www.google.com/maps/place/Sky+High+Unlimited+LLC/data=!4m7!3m6!1s0x86d0b5dfa9f03735:0xc90c4d0106ded1a!8m2!3d31.4033119!4d-109.9139726!16s%2Fg%2F11tcs4gzw8!19sChIJNTfwqd-10IYRGu1tENDEkAw?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/sky-high-unlimited-llc/,generated/sky-high-unlimited-llc/index.html,https://is.gd/IhWmZp,new,,Scraped from Google Maps detail page.
google_maps,plumber in Bisbee AZ,plumber,Cochise Building Services LLC,cochise-building-services-llc,(520) 276-2742,,,,,Bisbee,AZ,https://www.google.com/maps/place/Cochise+Building+Services+LLC/data=!4m7!3m6!1s0x8b785ffca79df6bb:0x1629a8872ae24cfe!8m2!3d31.88!4d-109.754417!16s%2Fg%2F11vsp9479y!19sChIJu_adp_xfeIsR_kziKoeoKRY?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/cochise-building-services-llc/,generated/cochise-building-services-llc/index.html,https://is.gd/F0QAxP,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Bisbee AZ,landscaper,Border GroundsKeeping,border-groundskeeping,(520) 432-5700,,,,"Bisbee, AZ 85603",Bisbee,AZ,https://www.google.com/maps/place/Border+GroundsKeeping/data=!4m7!3m6!1s0x86d0b5728f5b7509:0xb3f79a3a78f8daa8!8m2!3d31.4482122!4d-109.9283458!16s%2Fg%2F1tj33kxz!19sChIJCXVbj3K10IYRqNr4eDqa97M?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/border-groundskeeping/,generated/border-groundskeeping/index.html,https://is.gd/1MVgBX,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Bisbee AZ,landscaper,Landscape – Just another WordPress site,landscape-just-another-wordpress-site,(520) 678-0965,,,,"5441 W Sundown Trail, Bisbee, AZ 85603",Bisbee,AZ,https://www.google.com/maps/place/Landscape+%E2%80%93+Just+another+WordPress+site/data=!4m7!3m6!1s0x86d0cc068f3a8739:0xee5fbee032a49d54!8m2!3d31.3819891!4d-110.0499476!16s%2Fg%2F11srkqgqh1!19sChIJOYc6jwbM0IYRVJ2kMuC-X-4?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/landscape-just-another-wordpress-site/,generated/landscape-just-another-wordpress-site/index.html,https://is.gd/LUDo87,new,,Scraped from Google Maps detail page.
google_maps,plumber in Buckeye AZ,plumber,Moran Plumbing LLC,moran-plumbing-llc,(623) 293-7095,,,,"1300 S Watson Rd, Buckeye, AZ 85326",Buckeye,AZ,https://www.google.com/maps/place/Moran+Plumbing+LLC/data=!4m7!3m6!1s0x872b35f1fa5aaaab:0x9b4b95b79810e4ec!8m2!3d33.4343638!4d-112.5585924!16s%2Fg%2F11ghr0_356!19sChIJq6pa-vE1K4cR7OQQmLeVS5s?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/moran-plumbing-llc/,generated/moran-plumbing-llc/index.html,https://is.gd/sl1hL1,new,,Scraped from Google Maps detail page.
google_maps,plumber in Buckeye AZ,plumber,Plumbing Buckeye Sol,plumbing-buckeye-sol,(602) 559-1515,,,,"865 S Watson Rd #275, Buckeye, AZ 85326",Buckeye,AZ,https://www.google.com/maps/place/Plumbing+Buckeye+Sol/data=!4m7!3m6!1s0xb127ca623be6db1:0xe3e2cd578c965a37!8m2!3d33.4388761!4d-112.5547068!16s%2Fg%2F11yjlm227l!19sChIJsW2-I6Z8EgsRN1qWjFfN4uM?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/plumbing-buckeye-sol/,generated/plumbing-buckeye-sol/index.html,https://is.gd/r5MBsv,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Buckeye AZ,landscaper,Common Ground Landscapes LLC,common-ground-landscapes-llc,(623) 252-8396,,,,"2523 N 192nd Ave, Buckeye, AZ 85396",Buckeye,AZ,https://www.google.com/maps/place/Common+Ground+Landscapes+LLC/data=!4m7!3m6!1s0x872b4835f8d5fc03:0x7576d0d95b1c8e5b!8m2!3d33.4752738!4d-112.4719616!16s%2Fg%2F11clr_mp5y!19sChIJA_zV-DVIK4cRW44cW9nQdnU?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/common-ground-landscapes-llc/,generated/common-ground-landscapes-llc/index.html,https://is.gd/KIhzz8,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Buckeye AZ,landscaper,The Green Garden Yard Services,the-green-garden-yard-services,(623) 330-0605,,,,"19415 W Windsor Ave, Buckeye, AZ 85396",Buckeye,AZ,https://www.google.com/maps/place/The+Green+Garden+Yard+Services/data=!4m7!3m6!1s0x872b490ef1ef6803:0x47a0f050f0843785!8m2!3d33.4768455!4d-112.4773177!16s%2Fg%2F11w8pv4_97!19sChIJA2jv8Q5JK4cRhTeE8FDwoEc?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/the-green-garden-yard-services/,generated/the-green-garden-yard-services/index.html,https://is.gd/zvXLgq,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Buckeye AZ,landscaper,Landscape solutions of Arizona,landscape-solutions-of-arizona,,,,,"30010 W Melvin St, Buckeye, AZ 85396",Buckeye,AZ,https://www.google.com/maps/place/Landscape+solutions+of+Arizona/data=!4m7!3m6!1s0x80d4b59dec82330b:0xcd450397e452ee7!8m2!3d33.451413!4d-112.697844!16s%2Fg%2F11s0wjptvg!19sChIJCzOC7J211IAR5y5FfjlQ1Aw?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/landscape-solutions-of-arizona/,generated/landscape-solutions-of-arizona/index.html,https://is.gd/iQQe7z,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Buckeye AZ,landscaper,Buckeye Landscapers Co.,buckeye-landscapers-co,(480) 504-1658,,,,"10300 S Miller Rd, Buckeye, AZ 85326",Buckeye,AZ,https://www.google.com/maps/place/Buckeye+Landscapers+Co./data=!4m7!3m6!1s0x872b35b935115907:0x48f5a342bce1a9b1!8m2!3d33.3553028!4d-112.5916416!16s%2Fg%2F11fr4bcv9j!19sChIJB1kRNbk1K4cRsanhvEKj9Ug?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/buckeye-landscapers-co/,generated/buckeye-landscapers-co/index.html,https://is.gd/ylGuCH,new,,Scraped from Google Maps detail page.
google_maps,landscaper in Buckeye AZ,landscaper,Smart Yards | Landscape Design,smart-yards-landscape-design,,,,,,Buckeye,AZ,https://www.google.com/maps/place/Smart+Yards+%7C+Landscape+Design/data=!4m7!3m6!1s0x872b067448e644b1:0xdc635283bc13cb4e!8m2!3d33.5805664!4d-112.0210995!16s%2Fg%2F11hbqpl0lc!19sChIJsUTmSHQGK4cRTssTvINSY9w?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/smart-yards-landscape-design/,generated/smart-yards-landscape-design/index.html,https://is.gd/YRImCA,new,,Scraped from Google Maps detail page.
google_maps,plumber in Bullhead City AZ,plumber,Ace plumbing llc,ace-plumbing-llc,(928) 299-5999,,,,,Bullhead City,AZ,https://www.google.com/maps/place/Ace+plumbing+llc/data=!4m7!3m6!1s0x80ce439c279b2a59:0xc8ca427e2721f946!8m2!3d34.858829!4d-114.2848095!16s%2Fg%2F11gv0vfp5d!19sChIJWSqbJ5xDzoARRvkhJ35Cysg?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/ace-plumbing-llc/,generated/ace-plumbing-llc/index.html,https://is.gd/dAtYMx,new,,Scraped from Google Maps detail page.
google_maps,plumber in Bullhead City AZ,plumber,Bullhead Plumbing Inc.,bullhead-plumbing-inc,(928) 763-0992,,,,"1861 E Marble Canyon Dr, Bullhead City, AZ 86442",Bullhead City,AZ,https://www.google.com/maps/place/Bullhead+Plumbing+Inc./data=!4m7!3m6!1s0x80ce41709b59ac1f:0x91be11b3345d59c4!8m2!3d35.0862979!4d-114.5856299!16s%2Fg%2F11fpgg6s8q!19sChIJH6xZm3BBzoARxFldNLMRvpE?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/bullhead-plumbing-inc/,generated/bullhead-plumbing-inc/index.html,https://is.gd/wmi9HK,new,,Scraped from Google Maps detail page.
google_maps,plumber in Bullhead City AZ,plumber,Danny’s Plumbing LLC,danny-s-plumbing-llc,(928) 610-7917,,,,,Bullhead City,AZ,https://www.google.com/maps/place/Danny%E2%80%99s+Plumbing+LLC/data=!4m7!3m6!1s0x2a2f669861611be7:0x9cced943aa1ddebf!8m2!3d35.011351!4d-114.3739876!16s%2Fg%2F11l740zjr2!19sChIJ5xthYZhmLyoRv94dqkPZzpw?authuser=0,,,,,,no,,no,verified_no_website,No website on Google Maps and no likely official website found in web search.,open,2026-03-29,2026-03-29,1,https://pineapplestocks.github.io/business/generated/danny-s-plumbing-llc/,generated/danny-s-plumbing-llc/index.html,https://is.gd/K5Aq2j,new,,Scraped from Google Maps detail page.
